shelter_name,address,latitude,longitude,is_indoor,capacity,nearest_aqi_station,nearest_aqi_value,distance_to_station_km,risk_level,risk_reason,analysis_time
港西國小,中和路101號,22.5087,120.4556,True,30,高雄,150,20.61,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
來義鄉新來義部落多功能活動中心,來新路21號,22.5087,120.5825,True,500,高雄,150,31.73,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
潮南國小,興美路24號,22.512958,120.534672,True,1126,高雄,150,27.12,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
南榮國中,田寮路1-15號,22.5134,120.5184,True,200,高雄,150,25.63,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
崁頂國小,中正路119號,22.5141,120.5118,True,200,高雄,150,25.0,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市小港區鳳鳴國民小學,鳳鳴路191號,22.515082,120.357564,True,200,高雄,150,13.75,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
崁頂老人文康中心,興農路29-12號,22.5152,120.5069,True,150,高雄,150,24.51,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市立林園高級中學,林園北路481號,22.516726,120.395661,True,2600,高雄,150,15.65,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
丹林活動中心,丹林路25-1號,22.5174,120.6348,True,50,高雄,150,36.35,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市小港區鳳林國民中學,龍鳳路559號,22.52185,120.348385,True,50,高雄,150,12.68,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
潮東國小,復興路66號,22.52309297,120.5609105,True,85,高雄,150,29.06,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
新園國小,媽祖路49號,22.5241,120.4519,True,100,高雄,150,19.25,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
歷坵活動中心 Liqiu Activity Center,"1鄰12號No.12,Liqiu,Jinfeng Township,Taitung County 964,TaiwanR.O.C.",22.526384,120.926439,True,100,台東,25,34.71,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
古樓國小,育英路2號,22.5275,120.6258,True,200,高雄,150,35.11,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市林園區金潭國民小學,金潭路40號,22.528055,120.396078,True,260,高雄,150,14.71,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
金崙溫泉長老教會,16鄰40號,22.530918,120.937667,True,20,台東,25,33.57,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
賓茂國小 Binmao Elementary School,"68號No.68,Binmao,Jinfeng Township,Taitung County 964,TaiwanR.O.C.",22.532403,120.95583,True,100,台東,25,32.24,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
賓茂活動中心 Binmao Activity Center,"1鄰3-2號No.3-2,Binmao,Jinfeng Township,Taitung County 964,TaiwanR.O.C.",22.532592,120.961712,True,100,台東,25,31.85,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
金崙活動中心,太麻里鄉6鄰金崙283號,22.533379,120.964363,True,80,台東,25,31.61,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
光春國中,光春路290號,22.534662,120.539763,True,600,高雄,150,26.55,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
力社國小,力社路36號,22.5388,120.5092,True,200,高雄,150,23.49,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
義仁里社區活動中心,鳳林一路48號,22.539227,120.403252,True,100,高雄,150,14.33,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
光春國小,志成路201號,22.540379,120.536872,True,550,高雄,150,26.04,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市大寮區昭明國小,鳳林一路300巷80號,22.54239,120.408514,True,350,高雄,150,14.49,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
新園鄉公所,仙吉路148號,22.5438,120.4615,True,30,高雄,150,18.88,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
仙吉國小,仙吉路91號,22.5443,120.4611,True,100,高雄,150,18.81,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
四林國小,開元路2巷1號,22.544592,120.569267,True,50,高雄,150,29.0,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
新園國中,仙吉路111號,22.5452,120.461,True,300,高雄,150,18.76,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
光華國小,南進路2號,22.547268,120.543657,True,240,高雄,150,26.42,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
鎮立幼兒園,三星路39-2號,22.547719,120.550815,True,300,高雄,150,27.09,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
潮州國小,育英路31號,22.548406,120.541139,False,285,高雄,150,26.13,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
佳佐國小中興分校,中興路27號,22.5491,120.6123,True,60,高雄,150,33.08,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
瓦?國小,四環路3號,22.5523,120.4747,True,50,高雄,150,19.65,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
平和活動中心,1鄰1號,22.5527,120.6293,True,200,高雄,150,34.67,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
潮州國中,文化路66號,22.554008,120.542947,True,250,高雄,150,26.1,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
會結里社區活動中心,會結路14-3號,22.554827,120.424982,True,100,高雄,150,15.03,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
潮和國小,華嚴街1號,22.556803,120.538038,True,630,高雄,150,25.53,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
潮昇國小,北門路25號,22.557031,120.547724,True,875,高雄,150,26.47,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
新厝里社區活動中心,新三街50號,22.560361,120.40918,True,20,高雄,150,13.34,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市小港區小港國民小學,平和路1號,22.56103,120.336089,True,300,高雄,150,8.18,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
志成佛寺,永康路31號,22.5614,120.5629,True,200,高雄,150,27.83,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市小港區鳳陽國民小學,鳳陽街2號,22.561551,120.370393,True,600,高雄,150,10.18,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
潮寮老人活動中心,潮龍路151號,22.562091,120.430298,True,35,高雄,150,15.09,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
新庄國小,屏東縣萬丹鄉新庄村新鐘路410號,22.5622,120.4803,True,60,高雄,150,19.74,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市立潮寮國民中學,潮寮路51-9號,22.563415,120.425175,True,60,高雄,150,14.56,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市小港區二苓國民小學,立群路6號,22.5638,120.3533,True,1000,高雄,150,8.85,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市立小港高級中學,學府路117號,22.565249,120.357413,True,100,高雄,150,8.98,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市大寮區潮寮國小,潮寮路61號,22.565716,120.425144,True,240,高雄,150,14.43,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
國立高雄餐旅大學附屬餐旅高級中等學校,松和路40號,22.566216,120.371763,True,200,高雄,150,9.92,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市小港區漢民國民小學,漢民路500號,22.566473,120.35926,True,200,高雄,150,9.0,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市立中山國民中學,漢民路352號,22.56665,120.356421,True,700,高雄,150,8.8,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市立小港國民中學,平和南路185號,22.566732,120.338056,True,720,高雄,150,7.71,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市小港區華山國民小學,華仁街1號,22.5677,120.3657,True,901,高雄,150,9.35,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市小港區港和國民小學,平和南路300號,22.5681,120.3379,True,250,高雄,150,7.57,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
佳興活動中心,1鄰1號,22.5703,120.6631,True,100,高雄,150,37.67,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
佳佐國小,佳興路59號,22.5712,120.5956,True,100,高雄,150,30.84,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
萬巒鄉公所展覽廳,中正路36號,22.5725,120.5678,True,100,高雄,150,28.02,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市前鎮區佛公國民小學,后平路135號,22.572651,120.320909,True,655,高雄,150,6.4,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
萬巒國小,褒忠路28號,22.5727,120.5723,True,100,高雄,150,28.46,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
大明國小,洲中路40號,22.5756,120.5251,True,200,高雄,150,23.67,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
過溪里社區活動中心,過溪路130號,22.576183,120.418885,True,150,高雄,150,13.33,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
武潭活動中心,潭北巷51號,22.578,120.6361,True,200,高雄,150,34.79,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
西方道堂,富山路1號,22.5802,120.6297,True,300,高雄,150,34.11,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市前鎮區明正國民小學,明道路2號,22.580243,120.326581,True,345,高雄,150,5.84,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市立明義國民中學,明義街2號,22.582027,120.368282,True,1000,高雄,150,8.51,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
清山寺,拷潭路126-1號,22.582377,120.385461,True,80,高雄,150,9.97,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
萬丹國小,屏東縣萬丹鄉寶厝村萬新路1497號,22.5826,120.4887,True,150,高雄,150,19.86,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
竹田國小,公正路35號,22.5828,120.544,True,200,高雄,150,25.39,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市小港區桂林國民小學,桂陽路390號,22.583128,120.350425,True,1255,高雄,150,7.03,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市立前鎮國民中學,新衙路17號,22.583367,120.321031,True,1200,高雄,150,5.28,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市小港區明義國民小學,明義街77號,22.5834,120.3678,True,200,高雄,150,8.38,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
竹田鄉公所,中正路123號,22.5847,120.544,True,60,高雄,150,25.35,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
富翔天廈,拷潭路163-1號,22.584752,120.380306,True,70,高雄,150,9.38,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市前鎮區前鎮國民小學,新生路200號,22.585437,120.308702,True,473,高雄,150,4.71,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市立興仁國民中學,德昌路345號,22.5863,120.3139,True,945,高雄,150,4.74,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市立前鎮高級中學,鎮中路132號,22.586862,120.32001,True,2236,高雄,150,4.89,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
香蘭國小,舊香蘭四鄰28號,22.587759,120.993452,True,80,台東,25,25.04,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
高雄市旗津區大汕國民小學,中洲二路203號,22.5879,120.2877,True,250,高雄,150,4.6,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市立旗津國民中學,中洲二路207號,22.5885,120.286,True,600,高雄,150,4.59,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
萬巒鄉立幼兒園泗溝分班,永平路53-1號,22.5885,120.58,True,60,高雄,150,28.92,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
圖書館,屏東縣萬丹鄉和平西路157號,22.589,120.4849,True,40,高雄,150,19.31,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
萬丹鄉行政中心,屏東縣萬丹鄉和平西路155號,22.5894,120.485,True,100,高雄,150,19.31,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市旗津區公所5樓大禮堂,旗津三路2號5樓,22.589974,120.284774,True,250,高雄,150,4.49,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
佛聖宮,內坑路148號,22.590008,120.381144,True,200,高雄,150,9.18,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市鳳山區過埤國民小學,過埤路176號,22.590382,120.362405,True,393,高雄,150,7.49,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市立福誠高級中學,五甲三路176號,22.590487,120.323885,True,1139,高雄,150,4.7,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市前鎮區鎮昌國民小學,樹人路261號,22.590548,120.317983,True,1200,高雄,150,4.43,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
五溝國小,西盛路89號,22.5908,120.594,True,30,高雄,150,30.31,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市大寮區大寮國民小學,大寮路740號,22.590861,120.416445,True,420,高雄,150,12.49,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
佳平活動中心,佳平巷12號,22.591406,120.628948,True,100,高雄,150,33.86,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
大寮里社區活動中心,大寮路781號,22.591471,120.416643,True,150,高雄,150,12.48,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
泰武國中,5鄰120號,22.5915,120.6333,True,300,高雄,150,34.3,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
澳洲特區,仁德路16巷31弄12號,22.591949,120.396834,True,100,高雄,150,10.56,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
荷蘭町,仁德路10號之1,22.591993,120.399701,True,200,高雄,150,10.83,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
興華國小,屏東縣萬丹鄉崙頂村崙頂路860號,22.5929,120.4615,True,400,高雄,150,16.87,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市政府社會局無障礙之家,翠亨北路392號,22.5941,120.3153,True,3,高雄,150,3.96,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市鳳山區南成國民小學,南和街101號,22.594316,120.335487,True,1484,高雄,150,5.07,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
龍成宮,五甲二路730巷6號,22.5945,120.3283,True,100,高雄,150,4.57,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
米蘭特區,內坑路108-67號,22.594653,120.388157,True,80,高雄,150,9.62,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
四維國小,屏東縣萬丹鄉四維村四維東路567號,22.595,120.49,True,50,高雄,150,19.69,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
僑智國小,學人路55號,22.595,120.5566,True,120,高雄,150,26.44,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
萬金天主教堂,萬興路24號,22.5951,120.6112,True,250,高雄,150,32.0,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
嘉蘭國小 Jialan Elementary School,"3鄰132號No.132,Jialan,Jinfeng Township,Taitung County 964,TaiwanR.O.C.",22.595308,120.961523,True,100,台東,25,26.71,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
高雄市鳳山區鳳翔國民小學,鳳育路63號,22.595332,120.340798,True,3106,高雄,150,5.38,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市立鳳翔國民中學,保義街100號,22.59641,120.348197,True,385,高雄,150,5.91,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
萬丹國中,屏東縣萬丹鄉萬丹路2段5號,22.5966,120.4881,True,500,高雄,150,19.47,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
嘉蘭村活動中心 Jialan Activity Center,"4鄰嘉蘭219號No.9,Jialan,Jinfeng Township,Taitung County 964,TaiwanR.O.C.",22.596696,120.959985,True,100,台東,25,26.73,Safe,AQI良好或為室內設施,2026-03-03 19:07:25
高雄市鳳山區福誠國民小學,忠誠路145號,22.596813,120.325055,True,1267,高雄,150,4.17,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市立五甲國民中學,龍成路111號,22.598112,120.328691,True,1178,高雄,150,4.29,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市鳳山區中崙國民小學,中崙四路25號,22.599431,120.350798,True,3054,高雄,150,5.94,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
大發公有市場3樓,鳳林三路315之22號,22.600592,120.397972,True,120,高雄,150,10.35,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市前鎮區瑞祥國民小學,班超路20號,22.600692,120.326798,True,1636,高雄,150,3.94,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市旗津區中洲國民小學,旗津三路275號,22.6008,120.2764,True,600,高雄,150,3.91,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市立瑞祥高級中學,班超路63號,22.602208,120.324758,True,1000,高雄,150,3.68,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市立大寮幼兒園,上寮路208之25號,22.602808,120.422136,True,150,高雄,150,12.69,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
高雄市立大寮國民中學,進學路150號,22.602926,120.39266,True,150,高雄,150,9.75,High Risk,最近AQI測站(高雄) AQI為150 > 100,2026-03-03 19:07:25
